coach,seasons,is_active,games,wins,losses,ties,playoff_births,games_playoff,wins_playoff,losses_playoff,ties_playoff,games_superbowl,wins_superbowl,ats_pct,ats_return,ats_risked,avg_pf,avg_pa,avg_margin,avg_spread,ats_pct_home,ats_pct_away,ats_pct_playoff,ats_pct_favorite,ats_pct_underdog,ats_pct_div,ats_pct_non_div,ats_pct_bye,ats_pct_dome,ats_roi,win_pct,win_pct_playoff,teams,pfr_coach_image_url,pfr_coach_tree_hired_by,pfr_coach_tree_hired
Don Coryell,14,0,204.0,114.0,89.0,1,6.0,9.0,3.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5588235294117647,0.3333333333333333,,https://www.pro-football-reference.com/req/20230307/images/headshots/CoryDo0c_2017.jpg,,"CunnGu0,DowhRo0,GibbJo0,GilmHa0,HaniJi0,MoraJi1,PardJa0,PerkRa0,SaunAl0,SmitJe0,WilsRa0"
John Madden,10,0,158.0,112.0,39.0,7,8.0,16.0,9.0,7.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.7088607594936709,0.5625,,https://www.pro-football-reference.com/req/20230307/images/headshots/MaddJo0c_2017.jpg,,"FlorTo0,HoloMi0,MalaRa0,RobiJo0,WilsRa0"
Buddy Parker,15,0,192.0,107.0,76.0,9,3.0,4.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5572916666666666,0.75,,,"ConzJi0,HandPh0,KiesWa0,McMiAl0","GilmHa0,KiesWa0,McPeBi0,NixoMi0,RamsGa0,SkorNi0,WilsGe0"
Tom Flores,12,0,195.0,105.0,90.0,0,5.0,11.0,8.0,3.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,0.5384615384615384,0.7272727272727273,,,"JohnHa0,MaddJo0","RobiTe0,ShelAr0,WilsRa0"
Vince Lombardi,10,0,146.0,105.0,35.0,6,6.0,10.0,9.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,0.7191780821917808,0.9,,https://www.pro-football-reference.com/req/20230307/images/headshots/LombVi0c_2017.jpg,HoweJi0,"AustBi0,BengPh0,BurnJe0,FearTo0,HeckNo0,McCoMi0,SvarHa0"
Ron Rivera,13,0,215.0,105.0,108.0,2,5.0,8.0,3.0,5.0,0.0,1.0,0.0,0.5117370892018779,-5.400000000000009,240.9,22.50685,23.356165,-0.84931505,0.86757994,0.5094339622641509,0.514018691588785,0.625,0.47474747474747475,0.5486725663716814,0.4675324675324675,0.5367647058823529,0.3125,0.45454545454545453,-0.02241594022415944,0.4883720930232558,0.375,"['{""team"" : ""CAR"", ""color"" : ""#0085CA""}', '{""team"" : ""WAS"", ""color"" : ""#5A1414""}']",,"ReidAn0,SmitLo0,TurnNo0,WannDa0","ChudRo0,DelRJa0,FewePe0,McDeSe0,TurnNo0,WilkSt0"
Bill Walsh,10,0,166.0,102.0,63.0,1,7.0,14.0,10.0,4.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,0.6144578313253012,0.7142857142857143,,https://www.pro-football-reference.com/req/20230307/images/headshots/WalsBi0c_2017.jpg,"BrowPa0,ProtTo0","CoslBr0,GreeDe0,HeckNo0,HolmMi0,RhodRa0,SeifGe0,StudCh0,WhitMi0,WychSa0"
Sean McDermott,9,1,151.0,97.0,54.0,0,7.0,14.0,7.0,7.0,0.0,1.0,0.0,0.5379310344827586,4.299999999999994,166.10000000000002,25.337748,20.39735,4.9403973,-2.6953642,0.5263157894736842,0.5507246376811594,0.42857142857142855,0.5425531914893617,0.5294117647058824,0.5098039215686274,0.5531914893617021,0.6666666666666666,0.631578947368421,0.025888019265502667,0.6423841059602649,0.5,"['{""team"" : ""BUF"", ""color"" : ""#00338D""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/McDeSe0c_2018.jpg,"ReidAn0,RiveRo0","CullDa0,DaboBr0,FrazLe0,KromAa0,RobiTe0,TaboCh0"
Lou Saban,16,0,205.0,97.0,101.0,7,4.0,4.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.47317073170731705,0.5,,,,"CollJo0,DoolJi0,McPhDi0,RingJi0,RutiSa0"
Lovie Smith,12,0,199.0,95.0,103.0,1,3.0,6.0,3.0,3.0,0.0,1.0,0.0,0.48186528497409326,-17.000000000000007,218.9,20.487436,20.869347,-0.38190955,0.8994975,0.43564356435643564,0.532608695652174,0.3333333333333333,0.4883720930232558,0.4766355140186916,0.5070422535211268,0.4672131147540984,0.3333333333333333,0.4418604651162791,-0.07766103243490181,0.47738693467336685,0.5,"['{""team"" : ""CHI"", ""color"" : ""#0B162A""}', '{""team"" : ""TB"", ""color"" : ""#A71930""}', '{""team"" : ""HOU"", ""color"" : ""#03202F""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/SmitLo0c_2021.jpg,"CullDa0,DungTo0,MartMi0","FewePe0,FrazLe0,KoetDi0,MariRo0,MartMi0,RiveRo0,TaboCh0,TiceMi0,WilkSt0"
Jack Del Rio,12,0,191.0,94.0,97.0,0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.489247311827957,-13.500000000000009,210.10000000000002,20.455498,21.445026,-0.9895288,0.6230366,0.46153846153846156,0.5157894736842106,0.25,0.44871794871794873,0.5185185185185185,0.43478260869565216,0.5213675213675214,0.5,0.5,-0.06425511661113759,0.49214659685863876,0.25,"['{""team"" : ""JAX"", ""color"" : ""#006778""}', '{""team"" : ""OAK"", ""color"" : ""#000000""}', '{""team"" : ""OAK"", ""color"" : ""#000000""}']",,"BillBr0,DitkMi0,FoxxJo0,RiveRo0","CampDa0,KoetDi0,LynnAn0,SmitMi0,TiceMi0,TuckMe0,WillGr0"
Sean McVay,9,1,151.0,92.0,59.0,0,6.0,13.0,8.0,5.0,0.0,3.0,2.0,0.5510204081632653,8.399999999999995,166.10000000000002,24.821192,21.68212,3.139073,-2.3178809,0.5205479452054794,0.581081081081081,0.6153846153846154,0.5463917525773195,0.56,0.6078431372549019,0.5208333333333334,0.36363636363636365,0.5277777777777778,0.05057194461167967,0.609271523178808,0.6153846153846154,"['{""team"" : ""LAR"", ""color"" : ""#003594""}', '{""team"" : ""LAR"", ""color"" : ""#003594""}', '{""team"" : ""LAR"", ""color"" : ""#003594""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/McVaSe0c_2021.jpg,"GrudJa0,GrudJo0,ShanMi0","BrowTh0,CoenLi0,FassJo0,GrudJa0,KromAa0,LaFlMa0,MorrRa0,OConKe0,PhilWa0,SmitGi0,StalBr0,TaylZa0"
Buck Shaw,12,0,153.0,92.0,56.0,5,2.0,3.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6013071895424836,0.6666666666666666,,https://www.pro-football-reference.com/req/20230307/images/headshots/ShawLa0c_2017.jpg,,"BengPh0,SkorNi0,WillJe0"
Ted Marchibroda,12,0,192.0,89.0,102.0,1,4.0,6.0,2.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4635416666666667,0.3333333333333333,,,"AlleGe0,ArmsNe0,BrunFr0,CampMa0,ClarMo0,LevyMa0,McPeBi0","BeliBi0,BrunFr0,InfaLi0,KhayEd0,KuhlHa0,LewiMa0,MangEr0,McCuPe0,SchwJi0,SmitJe0,TobiVi0,VentRi0,VittJo0,WhisKe0"
Jimmy Johnson,9,0,157.0,89.0,68.0,0,6.0,13.0,9.0,4.0,0.0,2.0,2.0,0.3888888888888889,-5.100000000000001,19.8,19.61111,23.055555,-3.4444444,-0.8888889,0.25,0.5,0.5,0.3,0.5,0.375,0.4,0.0,1.0,-0.2575757575757576,0.5668789808917197,0.6923076923076923,"['{""team"" : ""MIA"", ""color"" : ""#008E97""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/JohnJi0c_2017.jpg,,"ArmsNe0,CampDa0,DaviBu0,NolaDi0,ShulDa0,TurnNo0,WannDa0"
Jack Pardee,11,0,170.0,88.0,82.0,0,5.0,6.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5176470588235295,0.16666666666666666,,,CoryDo0,"BettTo0,FishJe0,GilbKe0,GillSi0,MuncMi0,OConFr0,PalmCh0,PetiRi0,RyanBu0,WaltJo0,WillGr0"
Jimmy Conzelman,15,0,169.0,88.0,64.0,17,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5207100591715976,0.5,,,,"HandPh0,ParkRa0,WalsCh0"
Jason Garrett,10,0,157.0,87.0,70.0,0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.49673202614379086,-8.700000000000006,172.70000000000002,24.388535,22.44586,1.9426751,-1.3375796,0.42857142857142855,0.5657894736842105,0.2,0.42391304347826086,0.6065573770491803,0.5344827586206896,0.47368421052631576,0.6,0.43333333333333335,-0.05037637521713958,0.554140127388535,0.4,"['{""team"" : ""DAL"", ""color"" : ""#002244""}']",,"JudgJo0,PhilWa0,SabaNi0","BisaRi0,CallBi0,CampDa0,EberMa0,LineSc0,MariRo0,MoorKe0"
Sam Wyche,12,0,196.0,87.0,109.0,0,2.0,5.0,3.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.44387755102040816,0.6,,,"MulaMi0,WalsBi0","CoslBr0,CullDa0,JohnBi0,KhayEd0,LeBeDi0,MulaMi0,ShulDa0,StudCh0"
Gary Kubiak,10,0,164.0,87.0,77.0,0,3.0,7.0,5.0,2.0,0.0,1.0,1.0,0.4968553459119497,-9.000000000000007,180.4,22.457317,21.853659,0.60365856,-0.7042683,0.5189873417721519,0.475,0.8333333333333334,0.47058823529411764,0.527027027027027,0.4727272727272727,0.5096153846153846,0.45454545454545453,0.4107142857142857,-0.049889135254988955,0.5304878048780488,0.7142857142857143,"['{""team"" : ""HOU"", ""color"" : ""#03202F""}', '{""team"" : ""DEN"", ""color"" : ""#002244""}']",,"HarbJo0,SeifGe0,ShanMi0,ZimmMi0","CallBr0,JoseVa0,LaFlMa0,McDaMi0,PhilWa0,RhodRa0,SaleRo0,ShanKy0,SherMi0,StudEr0"
Bum Phillips,11,0,166.0,86.0,80.0,0,3.0,7.0,4.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5180722891566265,0.5714285714285714,,https://www.pro-football-reference.com/req/20230307/images/headshots/PhilBu0c_2017.jpg,"GillSi0,SvarHa0,WallCh0","BileEd0,BugeJo0,PetiRi0,PhilWa0,ShipKe0"
Bruce Arians,8,0,138.0,86.0,51.0,1,4.0,9.0,6.0,3.0,0.0,1.0,1.0,0.5149253731343284,-2.5000000000000058,151.8,26.014492,21.992754,4.021739,-2.1231885,0.5230769230769231,0.5072463768115942,0.4444444444444444,0.5,0.54,0.5208333333333334,0.5116279069767442,0.4,0.5238095238095238,-0.01646903820816868,0.6231884057971014,0.6666666666666666,"['{""team"" : ""ARI"", ""color"" : ""#97233F""}', '{""team"" : ""TB"", ""color"" : ""#A71930""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/AriaBr0c_2017.jpg,"CowhBi0,DaviBu0,MoraJi0,PagaCh0,SchoMa0,TomlMi0,VentRi0","BowlTo0,KitcFr0"
Brian Billick,9,0,152.0,85.0,67.0,0,4.0,8.0,5.0,3.0,0.0,1.0,1.0,0.5374149659863946,4.199999999999994,167.20000000000002,19.901316,16.986841,2.9144738,-1.0328947,0.5915492957746479,0.4868421052631579,0.625,0.5679012345679012,0.5161290322580645,0.5384615384615384,0.5365853658536586,0.6363636363636364,0.5,0.025119617224880344,0.5592105263157895,0.625,"['{""team"" : ""BAL"", ""color"" : ""#241773""}']",,GreeDe0,"DelRJa0,FangVi0,FassJi0,FassJo0,LewiMa0,NolaMi0,PettMi0,RyanRe0,SingMi0,SmitMi0"
Dave Wannstedt,11,0,174.0,84.0,90.0,0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.527027027027027,0.4999999999999969,83.60000000000001,19.802631,17.473684,2.3289473,-1.2960526,0.5526315789473685,0.5,0.3333333333333333,0.5434782608695652,0.48148148148148145,0.46875,0.5714285714285714,0.75,0.5714285714285714,0.005980861244019101,0.4827586206896552,0.4,"['{""team"" : ""MIA"", ""color"" : ""#008E97""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/WannDa0c_2017.jpg,"GailCh0,JohnJi0,SchiGr0","BateJi0,GailCh0,McGiDa0,RiveRo0,SchiGr0,StudEr0,TresMa0,TurnNo0"
Wade Phillips,12,0,152.0,83.0,69.0,0,5.0,6.0,1.0,5.0,0.0,0.0,0.0,0.4639175257731959,-12.200000000000005,107.80000000000001,21.714285,20.408163,1.3061224,-2.7857144,0.5,0.42857142857142855,0.25,0.47761194029850745,0.43333333333333335,0.425,0.49122807017543857,0.42857142857142855,0.375,-0.11317254174397035,0.5460526315789473,0.16666666666666666,"['{""team"" : ""DAL"", ""color"" : ""#002244""}', '{""team"" : ""BUF"", ""color"" : ""#00338D""}', '{""team"" : ""ATL"", ""color"" : ""#A71930""}', '{""team"" : ""HOU"", ""color"" : ""#03202F""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/PhilWa0c_2018.jpg,"KubiGa0,LevyMa0,McVaSe0,PhilBu0,ReevDa0,RyanBu0,SchoMa0","AlleDe0,BowlTo0,CampDa0,FassJi0,GarrJa0,JoseVa0,SparTo0,StecLe0,ThomEm0"
Ray Flaherty,11,0,128.0,82.0,41.0,5,6.0,6.0,2.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.640625,0.3333333333333333,,,,"BergDu0,EdwaTu0"
Kyle Shanahan,9,1,150.0,82.0,68.0,0,4.0,12.0,8.0,4.0,0.0,3.0,0.0,0.4966442953020134,-8.500000000000007,165.0,24.626667,21.82,2.8066666,-2.0633333,0.4520547945205479,0.5394736842105263,0.5833333333333334,0.46875,0.5471698113207547,0.5192307692307693,0.4845360824742268,0.3333333333333333,0.41379310344827586,-0.051515151515151555,0.5466666666666666,0.6666666666666666,"['{""team"" : ""SF"", ""color"" : ""#AA0000""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/ShanKy0c_2021.jpg,"GrudJo0,KubiGa0,PettMi0,QuinDa0,ShanMi0","BradGu0,LynnAn0,McDaMi0,RyanDe0,SaleRo0,StalBr0,WilkSt0"
John Robinson,9,0,153.0,79.0,74.0,0,6.0,10.0,4.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5163398692810458,0.4,,,MaddJo0,"BettTo0,FishJe0,TurnNo0"
Blanton Collier,8,0,119.0,79.0,38.0,2,5.0,7.0,3.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6638655462184874,0.42857142857142855,,https://www.pro-football-reference.com/req/20230307/images/headshots/CollBl0c_2017.jpg,"BrowPa0,GregFo0","ModzDi0,SkorNi0"
Forrest Gregg,11,0,165.0,77.0,87.0,1,2.0,4.0,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.4666666666666667,0.5,,,"SkorNi0,SvarHa0,WallRo0","BerrRa0,BullHa0,CollBl0,CoslBr0,CougTo0,GanzFr0,InfaLi0,JaurDi0,LeBeDi0,ModzDi0"
Bobby Ross,9,0,145.0,77.0,68.0,0,5.0,8.0,3.0,5.0,0.0,1.0,0.0,0.5217391304347826,-0.10000000000000098,26.400000000000002,19.916666,20.166666,-0.25,1.7708334,0.5833333333333334,0.45454545454545453,0.0,0.25,0.6428571428571429,0.5,0.5454545454545454,0.0,0.6428571428571429,-0.0037878787878788244,0.5310344827586206,0.375,"['{""team"" : ""DET"", ""color"" : ""#0076B6""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/RossBo0c_2017.jpg,LevyMa0,"ArnsBi0,FoxxJo0,MoelGa0,TresMa0,ZornJi0"
Steve Mariucci,9,0,146.0,75.0,71.0,0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,0.4392523364485981,-19.000000000000007,121.00000000000001,20.536364,23.190908,-2.6545455,1.0863637,0.4716981132075472,0.4074074074074074,0.0,0.4375,0.43859649122807015,0.4090909090909091,0.4603174603174603,0.625,0.4864864864864865,-0.15702479338842978,0.5136986301369864,0.42857142857142855,"['{""team"" : ""SF"", ""color"" : ""#AA0000""}', '{""team"" : ""DET"", ""color"" : ""#0076B6""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/MariSt0c_2017.jpg,HolmMi0,"GaseAd0,JaurDi0,MoraJi1,MornMa0,QuinDa0,RustRo0"
Mike Zimmer,8,0,134.0,74.0,59.0,1,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.5789473684210527,15.399999999999995,147.4,23.149254,21.402985,1.7462686,-0.85820895,0.6,0.5588235294117647,0.4,0.5675675675675675,0.5862068965517241,0.5,0.6235294117647059,0.3333333333333333,0.5970149253731343,0.10447761194029848,0.5522388059701493,0.4,"['{""team"" : ""MIN"", ""color"" : ""#4F2683""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/ZimmMi0c_2021.jpg,"CampDa0,GailCh0,LewiMa0,McCaMi0,ParcBi0,PetrBo0,SwitBa0","CapeDo0,GannJo0,KubiGa0,ShurPa0,SparTo0,StefKe0,TurnNo0"
Matt LaFleur,7,1,113.0,73.0,39.0,1,5.0,8.0,3.0,5.0,0.0,1.0,1.0,0.5625,9.099999999999996,124.30000000000001,25.433628,21.362831,4.0707965,-2.7035398,0.6140350877192983,0.509090909090909,0.5,0.52,0.6486486486486487,0.5555555555555556,0.5657894736842105,0.4,0.47368421052631576,0.07320997586484308,0.6460176991150443,0.375,"['{""team"" : ""GB"", ""color"" : ""#203731""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/LaFlMa0c_2021.jpg,"KubiGa0,McVaSe0,QuinDa0,ShanMi0,VrabMi0","BisaRi0,HackNa0,PettMi0"
Dick Nolan,11,0,161.0,71.0,85.0,5,3.0,5.0,2.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4409937888198758,0.4,,,"BileEd0,JohnJi0,LandTo0,StraHa0","BrooRi0,HollBo0,HoloMi0,HughEd0,MeyeKe0,ShofJi0,StanDi0,WiggPa0"
George Wilson,12,0,162.0,70.0,84.0,8,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.43209876543209874,1.0,,,"HalaGe0,McMiAl0,McPeBi0,ParkRa0","DoveBo0,McLeRa0,RamsGa0,ShulDo0"
Doug Pederson,8,0,139.0,69.0,69.0,1,4.0,8.0,5.0,3.0,0.0,1.0,1.0,0.5217391304347826,-0.6000000000000059,152.9,22.985611,22.021584,0.9640288,-0.18345323,0.5507246376811594,0.4927536231884058,0.875,0.463768115942029,0.5797101449275363,0.5208333333333334,0.5222222222222223,0.5,0.47619047619047616,-0.0039241334205363364,0.49640287769784175,0.625,"['{""team"" : ""PHI"", ""color"" : ""#004C54""}', '{""team"" : ""JAX"", ""color"" : ""#006778""}']",,ReidAn0,"McCoMi1,MornMa0,ReicFr0,SchwJi0"
Mike Smith,7,0,117.0,67.0,50.0,0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,0.5350877192982456,2.6999999999999953,128.70000000000002,24.136753,22.264957,1.8717948,-0.75641024,0.5614035087719298,0.5087719298245614,0.0,0.5538461538461539,0.5102040816326531,0.5121951219512195,0.547945205479452,0.5555555555555556,0.5416666666666666,0.020979020979020938,0.5726495726495726,0.2,"['{""team"" : ""ATL"", ""color"" : ""#A71930""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/SmitMi0c_2018.jpg,"BillBr0,DelRJa0,KoetDi0","KoetDi0,MulaMi0,NolaMi0,RobiTe0,ThomEm0,TiceMi0"
Wayne Fontes,9,0,138.0,67.0,71.0,0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4855072463768116,0.2,,,"McKaJo0,RogeDa0","BerrRa0,BullHa0,GanzFr0,HennDa0,JoneJu0,ModzDi0"
Norm Van Brocklin,13,0,173.0,66.0,100.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3815028901734104,,,,,"BrunFr0,CampMa0,FaulJa0,GilmHa0"
Greasy Neale,10,0,115.0,66.0,44.0,5,3.0,4.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5739130434782609,0.75,,https://www.pro-football-reference.com/req/20230307/images/headshots/NealGr0c_2017.jpg,,EwarCh0
Rex Ryan,8,0,133.0,65.0,68.0,0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.49230769230769234,-8.600000000000005,146.3,21.323309,21.74436,-0.42105263,0.49624062,0.5,0.48484848484848486,0.6666666666666666,0.4838709677419355,0.5,0.5319148936170213,0.46987951807228917,0.375,0.6,-0.05878332194121671,0.48872180451127817,0.6666666666666666,"['{""team"" : ""NYJ"", ""color"" : ""#003F2D""}', '{""team"" : ""BUF"", ""color"" : ""#00338D""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/RyanRe0c_2019.jpg,"BillBr0,HarbJo0,RyanBu0","CallBi0,KromAa0,LynnAn0,MornMa0,PalmCh0,PettMi0,SchoBr0,SparTo0"
Potsy Clark,10,0,119.0,65.0,42.0,12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5462184873949579,1.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/ClarPo0c_2017.jpg,,
Wally Lemm,10,0,138.0,65.0,66.0,7,3.0,3.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.47101449275362317,0.3333333333333333,,https://www.pro-football-reference.com/req/20230307/images/headshots/LemmWa0c_2017.jpg,"IvyxPo0,RichRa0","DevoHu0,DrulCh0,ProcRa0"
Jim Harbaugh,6,1,96.0,64.0,31.0,1,4.0,9.0,5.0,4.0,0.0,2.0,1.0,0.6236559139784946,19.499999999999996,105.60000000000001,23.4375,18.395834,5.0416665,-3.3333333,0.5869565217391305,0.6595744680851063,0.5,0.6164383561643836,0.631578947368421,0.5757575757575758,0.65,0.5,0.65625,0.18465909090909086,0.6666666666666666,0.5555555555555556,"['{""team"" : ""SF"", ""color"" : ""#AA0000""}', '{""team"" : ""LAC"", ""color"" : ""#007BC7""}', '{""team"" : ""LAC"", ""color"" : ""#007BC7""}']",,CallBi0,"FangVi0,MangEr0,PalmCh0,TomsJi0,TresMa0"
Jim Caldwell,7,0,118.0,64.0,54.0,0,4.0,6.0,2.0,4.0,0.0,1.0,0.0,0.4956521739130435,-6.800000000000005,129.8,22.355932,22.533897,-0.1779661,-0.16525424,0.4915254237288136,0.5,0.5,0.5333333333333333,0.4444444444444444,0.4634146341463415,0.5135135135135135,0.6666666666666666,0.5230769230769231,-0.0523882896764253,0.5423728813559322,0.3333333333333333,"['{""team"" : ""DET"", ""color"" : ""#0076B6""}', '{""team"" : ""IND"", ""color"" : ""#002C5F""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/CaldJi0c_2017.jpg,"CanaDa0,DungTo0,FlorBr0,HarbJo0,ReicFr0","CallBr0,CunnGu0,ReicFr0"
Jerry Glanville,9,0,136.0,63.0,73.0,0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4632352941176471,0.42857142857142855,,https://www.pro-football-reference.com/req/20230307/images/headshots/GlanJe0c_2017.jpg,"BennLe0,CampHu0,ForzRi0,HudsTo0","BettTo0,GilbKe0,JoneJu0,SabaNi0"
Dan Quinn,8,1,116.0,63.0,53.0,0,3.0,8.0,5.0,3.0,0.0,2.0,0.0,0.47413793103448276,-12.100000000000005,127.60000000000001,26.094828,23.922413,2.1724138,-1.0862069,0.5,0.4482758620689655,0.625,0.4264705882352941,0.5416666666666666,0.48717948717948717,0.4675324675324675,0.5,0.42857142857142855,-0.09482758620689659,0.5431034482758621,0.625,"['{""team"" : ""ATL"", ""color"" : ""#A71930""}', '{""team"" : ""WAS"", ""color"" : ""#5A1414""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/QuinDa0c_2018.jpg,"CarrPe0,EricDe0,MangEr0,MariSt0,McCaMi0,MoraJi1,SabaNi0","KingKl0,KoetDi0,LaFlMa0,LynnAn0,McDaMi0,MorrRa0,MulaMi0,RobiTe0,ShanKy0,UlbrJe0"
Jim Fassel,7,0,117.0,60.0,56.0,1,3.0,5.0,2.0,3.0,0.0,1.0,0.0,0.4444444444444444,-13.500000000000004,92.4,18.928572,19.928572,-1.0,-0.17857143,0.34146341463414637,0.55,0.75,0.36585365853658536,0.525,0.4166666666666667,0.4666666666666667,0.375,0.6666666666666666,-0.14610389610389612,0.5128205128205128,0.4,"['{""team"" : ""NYG"", ""color"" : ""#0B2265""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/FassJi0c_2017.jpg,"BillBr0,HandRa0,PhilWa0,TobiVi0","DowhRo0,FoxxJo0,PaytSe0,RustRo0,StudEr0"
Dick Jauron,10,0,143.0,60.0,83.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5357142857142857,3.4999999999999942,157.3,17.601398,20.972029,-3.3706293,3.2622378,0.5142857142857142,0.5571428571428572,0.0,0.47368421052631576,0.56,0.4915254237288136,0.5679012345679012,0.6363636363636364,0.5217391304347826,0.0222504767959313,0.4195804195804196,0.0,"['{""team"" : ""CHI"", ""color"" : ""#0B162A""}', '{""team"" : ""BUF"", ""color"" : ""#00338D""}', '{""team"" : ""DET"", ""color"" : ""#0076B6""}']",,"CougTo0,GregFo0,HolmMi0,InfaLi0,MariSt0,ReidAn0,ShurPa0,StepKa0","FewePe0,GaseAd0,HackNa0,HaleTo0,MoelGa0,StudEr0"
Mike Vrabel,7,1,110.0,60.0,50.0,0,3.0,5.0,2.0,3.0,0.0,1.0,1.0,0.5188679245283019,-1.1000000000000045,121.00000000000001,22.50909,21.563637,0.94545454,0.47727272,0.5,0.5370370370370371,0.4,0.4489795918367347,0.5789473684210527,0.5263157894736842,0.5147058823529411,0.8571428571428571,0.6,-0.009090909090909127,0.5454545454545454,0.4,"['{""team"" : ""TEN"", ""color"" : ""#002244""}', '{""team"" : ""NE"", ""color"" : ""#002244""}']",,"OBriBi0,StefKe0","BrowTh0,HaslJi0,LaFlMa0,MarrDo0,McAdBe0,McDaJo0,SchwJi0,SmitAr0"
Todd Bowles,9,1,128.0,59.0,69.0,0,3.0,4.0,1.0,3.0,0.0,1.0,1.0,0.4959349593495935,-7.2000000000000055,140.8,21.742188,22.859375,-1.1171875,1.2304688,0.47619047619047616,0.5166666666666667,0.25,0.4727272727272727,0.5147058823529411,0.4772727272727273,0.5063291139240507,0.42857142857142855,0.6666666666666666,-0.051136363636363674,0.4609375,0.25,"['{""team"" : ""NYJ"", ""color"" : ""#003F2D""}', '{""team"" : ""TB"", ""color"" : ""#A71930""}', '{""team"" : ""MIA"", ""color"" : ""#008E97""}']",,"AriaBr0,DaviBu0,GrohAl0,ParcBi0,PhilWa0,ReidAn0,SparTo0","CampDa1,CanaDa0,CoenLi0,DaboBr0,GailCh0,NolaMi0,RizzDa0"
Mike Sherman,6,0,102.0,59.0,43.0,0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.4897959183673469,-7.000000000000004,112.2,23.735294,20.715687,3.0196078,-1.8186275,0.49019607843137253,0.48936170212765956,0.3333333333333333,0.46875,0.53125,0.475,0.5,0.42857142857142855,0.29411764705882354,-0.062388591800356545,0.5784313725490197,0.3333333333333333,"['{""team"" : ""GB"", ""color"" : ""#203731""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/SherMi0c_2017.jpg,"HolmMi0,KubiGa0,PhilJo0","BateJi0,BeveDa0,PhilJo0,TobiVi0"
